assignment_id,student_id,assignment_name,grade,avg_time_spent,completed,sum_completed,count_totals,completion_rate
1,1,Assignment 1,58,149,True,8,11,0.7272727272727273
1,2,Assignment 1,45,162,True,11,11,1.0
1,3,Assignment 1,54,192,True,10,11,0.9090909090909091
1,4,Assignment 1,38,170,True,11,11,1.0
1,5,Assignment 1,32,257,True,10,11,0.9090909090909091
1,6,Assignment 1,69,157,True,11,11,1.0
1,7,Assignment 1,55,64,True,11,11,1.0
1,8,Assignment 1,53,142,True,10,11,0.9090909090909091
1,9,Assignment 1,51,208,True,9,11,0.8181818181818182
1,10,Assignment 1,56,62,True,11,11,1.0
1,11,Assignment 1,32,169,True,11,11,1.0
1,12,Assignment 1,0,0,False,5,11,0.45454545454545453
1,13,Assignment 1,0,0,False,10,11,0.9090909090909091
1,14,Assignment 1,66,218,True,11,11,1.0
1,15,Assignment 1,69,112,True,10,11,0.9090909090909091
1,16,Assignment 1,72,176,True,9,11,0.8181818181818182
1,17,Assignment 1,67,120,True,9,11,0.8181818181818182
1,18,Assignment 1,66,101,True,8,11,0.7272727272727273
1,19,Assignment 1,69,162,True,11,11,1.0
1,20,Assignment 1,100,121,True,11,11,1.0
1,21,Assignment 1,100,154,True,8,11,0.7272727272727273
1,22,Assignment 1,75,253,True,10,11,0.9090909090909091
1,23,Assignment 1,80,166,True,10,11,0.9090909090909091
1,24,Assignment 1,89,263,True,8,11,0.7272727272727273
1,25,Assignment 1,71,201,True,11,11,1.0
1,26,Assignment 1,82,243,True,10,11,0.9090909090909091
1,27,Assignment 1,74,155,True,10,11,0.9090909090909091
1,28,Assignment 1,82,143,True,9,11,0.8181818181818182
1,29,Assignment 1,87,85,True,10,11,0.9090909090909091
1,30,Assignment 1,78,184,True,10,11,0.9090909090909091
2,1,Assignment 2,48,105,True,8,11,0.7272727272727273
2,2,Assignment 2,55,162,True,11,11,1.0
2,3,Assignment 2,31,142,True,10,11,0.9090909090909091
2,4,Assignment 2,66,184,True,11,11,1.0
2,5,Assignment 2,44,111,True,10,11,0.9090909090909091
2,6,Assignment 2,43,167,True,11,11,1.0
2,7,Assignment 2,72,217,True,11,11,1.0
2,8,Assignment 2,59,156,True,10,11,0.9090909090909091
2,9,Assignment 2,0,0,False,9,11,0.8181818181818182
2,10,Assignment 2,38,90,True,11,11,1.0
2,11,Assignment 2,60,148,True,11,11,1.0
2,12,Assignment 2,0,0,False,5,11,0.45454545454545453
2,13,Assignment 2,70,160,True,10,11,0.9090909090909091
2,14,Assignment 2,67,232,True,11,11,1.0
2,15,Assignment 2,54,78,True,10,11,0.9090909090909091
2,16,Assignment 2,78,98,True,9,11,0.8181818181818182
2,17,Assignment 2,0,0,False,9,11,0.8181818181818182
2,18,Assignment 2,55,154,True,8,11,0.7272727272727273
2,19,Assignment 2,51,104,True,11,11,1.0
2,20,Assignment 2,78,191,True,11,11,1.0
2,21,Assignment 2,42,142,True,8,11,0.7272727272727273
2,22,Assignment 2,72,193,True,10,11,0.9090909090909091
2,23,Assignment 2,85,139,True,10,11,0.9090909090909091
2,24,Assignment 2,51,159,True,8,11,0.7272727272727273
2,25,Assignment 2,56,124,True,11,11,1.0
2,26,Assignment 2,78,111,True,10,11,0.9090909090909091
2,27,Assignment 2,85,186,True,10,11,0.9090909090909091
2,28,Assignment 2,90,152,True,9,11,0.8181818181818182
2,29,Assignment 2,75,85,True,10,11,0.9090909090909091
2,30,Assignment 2,81,242,True,10,11,0.9090909090909091
3,1,Assignment 3,60,153,True,8,11,0.7272727272727273
3,2,Assignment 3,23,124,True,11,11,1.0
3,3,Assignment 3,44,149,True,10,11,0.9090909090909091
3,4,Assignment 3,35,129,True,11,11,1.0
3,5,Assignment 3,48,193,True,10,11,0.9090909090909091
3,6,Assignment 3,51,243,True,11,11,1.0
3,7,Assignment 3,62,144,True,11,11,1.0
3,8,Assignment 3,28,175,True,10,11,0.9090909090909091
3,9,Assignment 3,60,253,True,9,11,0.8181818181818182
3,10,Assignment 3,53,48,True,11,11,1.0
3,11,Assignment 3,61,46,True,11,11,1.0
3,12,Assignment 3,0,0,False,5,11,0.45454545454545453
3,13,Assignment 3,49,144,True,10,11,0.9090909090909091
3,14,Assignment 3,75,137,True,11,11,1.0
3,15,Assignment 3,92,117,True,10,11,0.9090909090909091
3,16,Assignment 3,94,140,True,9,11,0.8181818181818182
3,17,Assignment 3,63,152,True,9,11,0.8181818181818182
3,18,Assignment 3,0,0,False,8,11,0.7272727272727273
3,19,Assignment 3,74,181,True,11,11,1.0
3,20,Assignment 3,87,93,True,11,11,1.0
3,21,Assignment 3,81,208,True,8,11,0.7272727272727273
3,22,Assignment 3,62,133,True,10,11,0.9090909090909091
3,23,Assignment 3,54,191,True,10,11,0.9090909090909091
3,24,Assignment 3,0,0,False,8,11,0.7272727272727273
3,25,Assignment 3,99,136,True,11,11,1.0
3,26,Assignment 3,66,87,True,10,11,0.9090909090909091
3,27,Assignment 3,81,174,True,10,11,0.9090909090909091
3,28,Assignment 3,87,204,True,9,11,0.8181818181818182
3,29,Assignment 3,0,0,False,10,11,0.9090909090909091
3,30,Assignment 3,88,206,True,10,11,0.9090909090909091
4,1,Assignment 4,0,0,False,8,11,0.7272727272727273
4,2,Assignment 4,26,126,True,11,11,1.0
4,3,Assignment 4,54,99,True,10,11,0.9090909090909091
4,4,Assignment 4,57,161,True,11,11,1.0
4,5,Assignment 4,70,159,True,10,11,0.9090909090909091
4,6,Assignment 4,60,197,True,11,11,1.0
4,7,Assignment 4,47,211,True,11,11,1.0
4,8,Assignment 4,0,0,False,10,11,0.9090909090909091
4,9,Assignment 4,73,237,True,9,11,0.8181818181818182
4,10,Assignment 4,54,136,True,11,11,1.0
4,11,Assignment 4,97,145,True,11,11,1.0
4,12,Assignment 4,0,0,False,5,11,0.45454545454545453
4,13,Assignment 4,86,138,True,10,11,0.9090909090909091
4,14,Assignment 4,45,178,True,11,11,1.0
4,15,Assignment 4,72,95,True,10,11,0.9090909090909091
4,16,Assignment 4,62,106,True,9,11,0.8181818181818182
4,17,Assignment 4,100,108,True,9,11,0.8181818181818182
4,18,Assignment 4,61,66,True,8,11,0.7272727272727273
4,19,Assignment 4,77,66,True,11,11,1.0
4,20,Assignment 4,84,176,True,11,11,1.0
4,21,Assignment 4,0,0,False,8,11,0.7272727272727273
4,22,Assignment 4,100,210,True,10,11,0.9090909090909091
4,23,Assignment 4,67,39,True,10,11,0.9090909090909091
4,24,Assignment 4,0,0,False,8,11,0.7272727272727273
4,25,Assignment 4,53,101,True,11,11,1.0
4,26,Assignment 4,77,61,True,10,11,0.9090909090909091
4,27,Assignment 4,67,161,True,10,11,0.9090909090909091
4,28,Assignment 4,65,65,True,9,11,0.8181818181818182
4,29,Assignment 4,95,233,True,10,11,0.9090909090909091
4,30,Assignment 4,67,136,True,10,11,0.9090909090909091
5,1,Assignment 5,0,0,False,8,11,0.7272727272727273
5,2,Assignment 5,43,161,True,11,11,1.0
5,3,Assignment 5,35,149,True,10,11,0.9090909090909091
5,4,Assignment 5,24,150,True,11,11,1.0
5,5,Assignment 5,60,259,True,10,11,0.9090909090909091
5,6,Assignment 5,70,121,True,11,11,1.0
5,7,Assignment 5,62,70,True,11,11,1.0
5,8,Assignment 5,63,93,True,10,11,0.9090909090909091
5,9,Assignment 5,0,0,False,9,11,0.8181818181818182
5,10,Assignment 5,47,185,True,11,11,1.0
5,11,Assignment 5,58,84,True,11,11,1.0
5,12,Assignment 5,94,110,True,5,11,0.45454545454545453
5,13,Assignment 5,51,180,True,10,11,0.9090909090909091
5,14,Assignment 5,44,165,True,11,11,1.0
5,15,Assignment 5,47,234,True,10,11,0.9090909090909091
5,16,Assignment 5,0,0,False,9,11,0.8181818181818182
5,17,Assignment 5,76,163,True,9,11,0.8181818181818182
5,18,Assignment 5,80,177,True,8,11,0.7272727272727273
5,19,Assignment 5,85,146,True,11,11,1.0
5,20,Assignment 5,79,222,True,11,11,1.0
5,21,Assignment 5,63,166,True,8,11,0.7272727272727273
5,22,Assignment 5,81,129,True,10,11,0.9090909090909091
5,23,Assignment 5,65,161,True,10,11,0.9090909090909091
5,24,Assignment 5,63,107,True,8,11,0.7272727272727273
5,25,Assignment 5,68,127,True,11,11,1.0
5,26,Assignment 5,70,224,True,10,11,0.9090909090909091
5,27,Assignment 5,73,110,True,10,11,0.9090909090909091
5,28,Assignment 5,69,226,True,9,11,0.8181818181818182
5,29,Assignment 5,91,137,True,10,11,0.9090909090909091
5,30,Assignment 5,100,94,True,10,11,0.9090909090909091
6,1,Assignment 6,47,142,True,8,11,0.7272727272727273
6,2,Assignment 6,36,77,True,11,11,1.0
6,3,Assignment 6,58,135,True,10,11,0.9090909090909091
6,4,Assignment 6,34,154,True,11,11,1.0
6,5,Assignment 6,28,109,True,10,11,0.9090909090909091
6,6,Assignment 6,48,105,True,11,11,1.0
6,7,Assignment 6,80,120,True,11,11,1.0
6,8,Assignment 6,80,73,True,10,11,0.9090909090909091
6,9,Assignment 6,54,198,True,9,11,0.8181818181818182
6,10,Assignment 6,57,225,True,11,11,1.0
6,11,Assignment 6,65,183,True,11,11,1.0
6,12,Assignment 6,47,144,True,5,11,0.45454545454545453
6,13,Assignment 6,58,187,True,10,11,0.9090909090909091
6,14,Assignment 6,71,303,True,11,11,1.0
6,15,Assignment 6,74,194,True,10,11,0.9090909090909091
6,16,Assignment 6,52,196,True,9,11,0.8181818181818182
6,17,Assignment 6,54,147,True,9,11,0.8181818181818182
6,18,Assignment 6,71,116,True,8,11,0.7272727272727273
6,19,Assignment 6,84,89,True,11,11,1.0
6,20,Assignment 6,65,26,True,11,11,1.0
6,21,Assignment 6,87,129,True,8,11,0.7272727272727273
6,22,Assignment 6,41,48,True,10,11,0.9090909090909091
6,23,Assignment 6,63,188,True,10,11,0.9090909090909091
6,24,Assignment 6,80,191,True,8,11,0.7272727272727273
6,25,Assignment 6,76,168,True,11,11,1.0
6,26,Assignment 6,0,0,False,10,11,0.9090909090909091
6,27,Assignment 6,69,173,True,10,11,0.9090909090909091
6,28,Assignment 6,89,142,True,9,11,0.8181818181818182
6,29,Assignment 6,91,74,True,10,11,0.9090909090909091
6,30,Assignment 6,64,278,True,10,11,0.9090909090909091
7,1,Assignment 7,74,108,True,8,11,0.7272727272727273
7,2,Assignment 7,56,79,True,11,11,1.0
7,3,Assignment 7,0,0,False,10,11,0.9090909090909091
7,4,Assignment 7,56,111,True,11,11,1.0
7,5,Assignment 7,59,108,True,10,11,0.9090909090909091
7,6,Assignment 7,53,174,True,11,11,1.0
7,7,Assignment 7,56,150,True,11,11,1.0
7,8,Assignment 7,50,213,True,10,11,0.9090909090909091
7,9,Assignment 7,53,182,True,9,11,0.8181818181818182
7,10,Assignment 7,66,153,True,11,11,1.0
7,11,Assignment 7,60,168,True,11,11,1.0
7,12,Assignment 7,0,0,False,5,11,0.45454545454545453
7,13,Assignment 7,75,123,True,10,11,0.9090909090909091
7,14,Assignment 7,68,205,True,11,11,1.0
7,15,Assignment 7,50,149,True,10,11,0.9090909090909091
7,16,Assignment 7,53,245,True,9,11,0.8181818181818182
7,17,Assignment 7,50,138,True,9,11,0.8181818181818182
7,18,Assignment 7,49,178,True,8,11,0.7272727272727273
7,19,Assignment 7,48,117,True,11,11,1.0
7,20,Assignment 7,81,110,True,11,11,1.0
7,21,Assignment 7,71,125,True,8,11,0.7272727272727273
7,22,Assignment 7,74,99,True,10,11,0.9090909090909091
7,23,Assignment 7,99,76,True,10,11,0.9090909090909091
7,24,Assignment 7,85,107,True,8,11,0.7272727272727273
7,25,Assignment 7,96,187,True,11,11,1.0
7,26,Assignment 7,85,147,True,10,11,0.9090909090909091
7,27,Assignment 7,68,244,True,10,11,0.9090909090909091
7,28,Assignment 7,0,0,False,9,11,0.8181818181818182
7,29,Assignment 7,98,137,True,10,11,0.9090909090909091
7,30,Assignment 7,61,152,True,10,11,0.9090909090909091
8,1,Assignment 8,62,133,True,8,11,0.7272727272727273
8,2,Assignment 8,38,114,True,11,11,1.0
8,3,Assignment 8,48,108,True,10,11,0.9090909090909091
8,4,Assignment 8,65,151,True,11,11,1.0
8,5,Assignment 8,49,120,True,10,11,0.9090909090909091
8,6,Assignment 8,39,83,True,11,11,1.0
8,7,Assignment 8,80,152,True,11,11,1.0
8,8,Assignment 8,45,166,True,10,11,0.9090909090909091
8,9,Assignment 8,37,218,True,9,11,0.8181818181818182
8,10,Assignment 8,88,231,True,11,11,1.0
8,11,Assignment 8,43,103,True,11,11,1.0
8,12,Assignment 8,63,122,True,5,11,0.45454545454545453
8,13,Assignment 8,44,121,True,10,11,0.9090909090909091
8,14,Assignment 8,67,143,True,11,11,1.0
8,15,Assignment 8,0,0,False,10,11,0.9090909090909091
8,16,Assignment 8,64,80,True,9,11,0.8181818181818182
8,17,Assignment 8,74,104,True,9,11,0.8181818181818182
8,18,Assignment 8,0,0,False,8,11,0.7272727272727273
8,19,Assignment 8,54,152,True,11,11,1.0
8,20,Assignment 8,58,178,True,11,11,1.0
8,21,Assignment 8,0,0,False,8,11,0.7272727272727273
8,22,Assignment 8,62,56,True,10,11,0.9090909090909091
8,23,Assignment 8,79,207,True,10,11,0.9090909090909091
8,24,Assignment 8,0,0,False,8,11,0.7272727272727273
8,25,Assignment 8,53,103,True,11,11,1.0
8,26,Assignment 8,99,163,True,10,11,0.9090909090909091
8,27,Assignment 8,89,217,True,10,11,0.9090909090909091
8,28,Assignment 8,77,99,True,9,11,0.8181818181818182
8,29,Assignment 8,79,136,True,10,11,0.9090909090909091
8,30,Assignment 8,0,0,False,10,11,0.9090909090909091
9,1,Assignment 9,43,170,True,8,11,0.7272727272727273
9,2,Assignment 9,30,139,True,11,11,1.0
9,3,Assignment 9,43,175,True,10,11,0.9090909090909091
9,4,Assignment 9,56,174,True,11,11,1.0
9,5,Assignment 9,44,43,True,10,11,0.9090909090909091
9,6,Assignment 9,38,241,True,11,11,1.0
9,7,Assignment 9,17,127,True,11,11,1.0
9,8,Assignment 9,50,112,True,10,11,0.9090909090909091
9,9,Assignment 9,63,101,True,9,11,0.8181818181818182
9,10,Assignment 9,62,80,True,11,11,1.0
9,11,Assignment 9,78,124,True,11,11,1.0
9,12,Assignment 9,54,90,True,5,11,0.45454545454545453
9,13,Assignment 9,66,136,True,10,11,0.9090909090909091
9,14,Assignment 9,69,102,True,11,11,1.0
9,15,Assignment 9,82,153,True,10,11,0.9090909090909091
9,16,Assignment 9,71,178,True,9,11,0.8181818181818182
9,17,Assignment 9,63,121,True,9,11,0.8181818181818182
9,18,Assignment 9,73,59,True,8,11,0.7272727272727273
9,19,Assignment 9,76,106,True,11,11,1.0
9,20,Assignment 9,66,139,True,11,11,1.0
9,21,Assignment 9,60,169,True,8,11,0.7272727272727273
9,22,Assignment 9,84,132,True,10,11,0.9090909090909091
9,23,Assignment 9,54,166,True,10,11,0.9090909090909091
9,24,Assignment 9,73,126,True,8,11,0.7272727272727273
9,25,Assignment 9,92,193,True,11,11,1.0
9,26,Assignment 9,57,93,True,10,11,0.9090909090909091
9,27,Assignment 9,82,229,True,10,11,0.9090909090909091
9,28,Assignment 9,0,0,False,9,11,0.8181818181818182
9,29,Assignment 9,89,15,True,10,11,0.9090909090909091
9,30,Assignment 9,91,148,True,10,11,0.9090909090909091
10,1,Assignment 10,0,0,False,8,11,0.7272727272727273
10,2,Assignment 10,73,165,True,11,11,1.0
10,3,Assignment 10,80,226,True,10,11,0.9090909090909091
10,4,Assignment 10,52,222,True,11,11,1.0
10,5,Assignment 10,0,0,False,10,11,0.9090909090909091
10,6,Assignment 10,68,208,True,11,11,1.0
10,7,Assignment 10,69,181,True,11,11,1.0
10,8,Assignment 10,71,227,True,10,11,0.9090909090909091
10,9,Assignment 10,62,184,True,9,11,0.8181818181818182
10,10,Assignment 10,63,64,True,11,11,1.0
10,11,Assignment 10,72,97,True,11,11,1.0
10,12,Assignment 10,38,248,True,5,11,0.45454545454545453
10,13,Assignment 10,82,34,True,10,11,0.9090909090909091
10,14,Assignment 10,53,69,True,11,11,1.0
10,15,Assignment 10,52,106,True,10,11,0.9090909090909091
10,16,Assignment 10,0,0,False,9,11,0.8181818181818182
10,17,Assignment 10,77,187,True,9,11,0.8181818181818182
10,18,Assignment 10,54,68,True,8,11,0.7272727272727273
10,19,Assignment 10,76,130,True,11,11,1.0
10,20,Assignment 10,62,168,True,11,11,1.0
10,21,Assignment 10,0,0,False,8,11,0.7272727272727273
10,22,Assignment 10,0,0,False,10,11,0.9090909090909091
10,23,Assignment 10,86,129,True,10,11,0.9090909090909091
10,24,Assignment 10,25,173,True,8,11,0.7272727272727273
10,25,Assignment 10,75,217,True,11,11,1.0
10,26,Assignment 10,100,272,True,10,11,0.9090909090909091
10,27,Assignment 10,66,124,True,10,11,0.9090909090909091
10,28,Assignment 10,97,191,True,9,11,0.8181818181818182
10,29,Assignment 10,74,147,True,10,11,0.9090909090909091
10,30,Assignment 10,89,159,True,10,11,0.9090909090909091
11,1,Assignment 11,44,108,True,8,11,0.7272727272727273
11,2,Assignment 11,48,223,True,11,11,1.0
11,3,Assignment 11,52,144,True,10,11,0.9090909090909091
11,4,Assignment 11,49,197,True,11,11,1.0
11,5,Assignment 11,70,112,True,10,11,0.9090909090909091
11,6,Assignment 11,76,126,True,11,11,1.0
11,7,Assignment 11,58,96,True,11,11,1.0
11,8,Assignment 11,62,155,True,10,11,0.9090909090909091
11,9,Assignment 11,59,202,True,9,11,0.8181818181818182
11,10,Assignment 11,58,147,True,11,11,1.0
11,11,Assignment 11,72,146,True,11,11,1.0
11,12,Assignment 11,0,0,False,5,11,0.45454545454545453
11,13,Assignment 11,38,74,True,10,11,0.9090909090909091
11,14,Assignment 11,67,160,True,11,11,1.0
11,15,Assignment 11,79,226,True,10,11,0.9090909090909091
11,16,Assignment 11,78,125,True,9,11,0.8181818181818182
11,17,Assignment 11,0,0,False,9,11,0.8181818181818182
11,18,Assignment 11,0,0,False,8,11,0.7272727272727273
11,19,Assignment 11,76,200,True,11,11,1.0
11,20,Assignment 11,71,119,True,11,11,1.0
11,21,Assignment 11,60,164,True,8,11,0.7272727272727273
11,22,Assignment 11,70,233,True,10,11,0.9090909090909091
11,23,Assignment 11,0,0,False,10,11,0.9090909090909091
11,24,Assignment 11,58,166,True,8,11,0.7272727272727273
11,25,Assignment 11,60,170,True,11,11,1.0
11,26,Assignment 11,46,156,True,10,11,0.9090909090909091
11,27,Assignment 11,0,0,False,10,11,0.9090909090909091
11,28,Assignment 11,69,153,True,9,11,0.8181818181818182
11,29,Assignment 11,83,138,True,10,11,0.9090909090909091
11,30,Assignment 11,89,142,True,10,11,0.9090909090909091
